id,parent,name,common,rank,level,obs_worldwide
1372130,1372129,Ceratomegilla rufocincta rufocincta,Ceratomegilla rufocincta rufocincta,subspecies,5,0
1372131,1372129,Ceratomegilla rufocincta doderoi,Ceratomegilla rufocincta doderoi,subspecies,5,0
1372132,1372119,Ceratomegilla schelkovnikovi,Ceratomegilla schelkovnikovi,species,10,0
1372134,1372123,Ceratomegilla alpina alpina,Ceratomegilla alpina alpina,subspecies,5,0
1372138,1372119,Ceratomegilla weisei,Ceratomegilla weisei,species,10,0
1372141,216480,Ceratomegilla ulkei longula,Ceratomegilla ulkei longula,subspecies,5,0
1372142,216480,Ceratomegilla ulkei kiritschenkoi,Ceratomegilla ulkei kiritschenkoi,subspecies,5,0
1372143,216480,Ceratomegilla ulkei ulkei,Ceratomegilla ulkei ulkei,subspecies,5,0
1372784,253034,Rhyzobius bipartitus,Rhyzobius bipartitus,species,10,0
1293062,418187,Eriopis opposita,Eriopis opposita,species,10,0
1293064,1293063,Parasidis porteri,Parasidis porteri,species,10,0
1293065,1293063,Parasidis elguetai,Parasidis elguetai,species,10,0
1293067,1293063,Parasidis barrigai,Parasidis barrigai,species,10,0
1293068,1293063,Parasidis gordoni,Parasidis gordoni,species,10,0
1293076,174270,Coccidophilus arrowi,Coccidophilus arrowi,species,10,0
1293077,174270,Coccidophilus chilensis,Coccidophilus chilensis,species,10,0
1293078,174270,Coccidophilus ferrui,Coccidophilus ferrui,species,10,0
1293079,174270,Coccidophilus mendozai,Coccidophilus mendozai,species,10,0
1293080,174270,Coccidophilus occidentalis,Coccidophilus occidentalis,species,10,0
1293081,174270,Coccidophilus steparium,Coccidophilus steparium,species,10,0
1293082,174270,Coccidophilus transandinus,Coccidophilus transandinus,species,10,0
1293083,174270,Coccidophilus vandenbergae,Coccidophilus vandenbergae,species,10,0
1293086,1293084,Hong slipinskii,Hong slipinskii,species,10,0
1293087,1293084,Hong guerreroi,Hong guerreroi,species,10,0
1293088,418187,Eriopis altiplanica,Eriopis altiplanica,species,10,0
1293090,55490,Cycloneda limbicollis,Cycloneda limbicollis,species,10,0
1293091,55490,Cycloneda lueri,Cycloneda lueri,species,10,0
1293093,55490,Cycloneda lacrimosa,Cycloneda lacrimosa,species,10,0
1293094,55490,Cycloneda disconsolata,Cycloneda disconsolata,species,10,0
1293097,253035,Neda patula,Neda patula,species,10,0
1293098,54467,Psyllobora lueri,Psyllobora lueri,species,10,0
1293099,329604,Scymnobius aricaencis,Scymnobius aricaencis,species,10,0
1293100,329604,Scymnobius triangularis,Scymnobius triangularis,species,10,0
1293101,133139,Hyperaspis nana,Hyperaspis nana,species,10,0
1293102,133139,Hyperaspis germaini,Hyperaspis germaini,species,10,0
1293103,133139,Hyperaspis andina,Hyperaspis andina,species,10,0
1293104,893283,Cyrea ruizi,Cyrea ruizi,species,10,0
1293105,320468,Zilus inexpectatus,Zilus inexpectatus,species,10,0
1293106,702608,Heterodiomus brethesi,Heterodiomus brethesi,species,10,0
1293107,702608,Heterodiomus marchali,Heterodiomus marchali,species,10,0
1293108,780193,Neorhizobius fuegensis,Neorhizobius fuegensis,species,10,0
1293109,780193,Neorhizobius robustus,Neorhizobius robustus,species,10,0
1293110,780193,Neorhizobius coquimbensis,Neorhizobius coquimbensis,species,10,0
1293111,905628,Neoryssomus germaini,Neoryssomus germaini,species,10,0
1293112,905628,Neoryssomus variabilis,Neoryssomus variabilis,species,10,0
1293113,905626,Anisorhizobius funebris,Anisorhizobius funebris,species,10,0
1293114,905627,Rhizoryssomus ruficollis,Rhizoryssomus ruficollis,species,10,0
1377363,981287,Hinda decas,Hinda decas,species,10,0
1377364,981287,Hinda decemverrucata,Hinda decemverrucata,species,10,0
1377365,1374566,Cleothera buqueti,Cleothera buqueti,species,10,0
1377366,892416,Serratitibia regularis,Serratitibia regularis,species,10,0
1377367,892416,Serratitibia donna,Serratitibia donna,species,10,0
1377369,892416,Serratitibia lividipes,Serratitibia lividipes,species,10,0
1377370,892416,Serratitibia ruth,Serratitibia ruth,species,10,0
1377371,892416,Serratitibia michelle,Serratitibia michelle,species,10,0
1377372,892416,Serratitibia laura,Serratitibia laura,species,10,0
1377373,892416,Serratitibia sarah,Serratitibia sarah,species,10,0
1377374,892416,Serratitibia melissa,Serratitibia melissa,species,10,0
1377375,892416,Serratitibia kimberly,Serratitibia kimberly,species,10,0
1377376,892416,Serratitibia traili,Serratitibia traili,species,10,0
1402844,154560,Epilachna formosana,Epilachna formosana,species,10,0
1400149,244085,Cryptolaemus affinis,Cryptolaemus affinis,species,10,0
1396173,154560,Epilachna obtusiforma,Epilachna obtusiforma,species,10,0
1395360,176696,Nephus aguilari,Nephus aguilari,species,10,0
1395361,51703,Coccinella venustula,Coccinella venustula,species,10,0
1395362,133139,Hyperaspis algirica,Hyperaspis algirica,species,10,0
1395363,133139,Hyperaspis camusi,Hyperaspis camusi,species,10,0
1395364,133139,Hyperaspis dellabeffai,Hyperaspis dellabeffai,species,10,0
1395365,133139,Hyperaspis duvergeri,Hyperaspis duvergeri,species,10,0
1395366,133139,Hyperaspis hoffmanseggi,Hyperaspis hoffmanseggi,species,10,0
1395367,133139,Hyperaspis illecebrosa,Hyperaspis illecebrosa,species,10,0
1395368,133139,Hyperaspis peezi,Hyperaspis peezi,species,10,0
1395369,133139,Hyperaspis stigma,Hyperaspis stigma,species,10,0
1395370,133139,Hyperaspis voisini,Hyperaspis voisini,species,10,0
1395371,176696,Nephus binotatus,Nephus binotatus,species,10,0
1395372,176696,Nephus horioni,Nephus horioni,species,10,0
1395373,176696,Nephus schatzmayri,Nephus schatzmayri,species,10,0
1395374,176696,Nephus semirufus,Nephus semirufus,species,10,0
1395375,253034,Rhyzobius bassus,Rhyzobius bassus,species,10,0
1395376,132004,Scymnus araticus,Scymnus araticus,species,10,0
1395377,132004,Scymnus damryi,Scymnus damryi,species,10,0
1395378,132004,Scymnus doriae,Scymnus doriae,species,10,0
1395379,132004,Scymnus fulvicollis,Scymnus fulvicollis,species,10,0
1395380,132004,Scymnus laetificus,Scymnus laetificus,species,10,0
1395381,132004,Scymnus magnomaculatus,Scymnus magnomaculatus,species,10,0
1395383,132004,Scymnus pharaonis,Scymnus pharaonis,species,10,0
1395384,132004,Scymnus suffrianioides,Scymnus suffrianioides,species,10,0
696683,511713,Afidenta gyllenhali,Afidenta gyllenhali,species,10,0
696979,640630,Xanthadalia effusa,Xanthadalia effusa,species,10,0
675731,641160,Microfreudea cyclica,Microfreudea cyclica,species,10,0
675907,640626,Midus quadristillatus,Midus quadristillatus,species,10,0
675908,640626,Midus rouzeti,Midus rouzeti,species,10,0
675975,641172,Mimolithophilus alobatus,Mimolithophilus alobatus,species,10,0
675976,641172,Mimolithophilus brevicornis,Mimolithophilus brevicornis,species,10,0
675977,641172,Mimolithophilus capensis,Mimolithophilus capensis,species,10,0
675978,641172,Mimolithophilus carinatus,Mimolithophilus carinatus,species,10,0
675979,641172,Mimolithophilus costatus,Mimolithophilus costatus,species,10,0
675980,641172,Mimolithophilus deplanatus,Mimolithophilus deplanatus,species,10,0
675981,641172,Mimolithophilus glabratus,Mimolithophilus glabratus,species,10,0
675982,641172,Mimolithophilus saeptus,Mimolithophilus saeptus,species,10,0
675983,641172,Mimolithophilus sericeus,Mimolithophilus sericeus,species,10,0
675984,641172,Mimolithophilus whiteheadi,Mimolithophilus whiteheadi,species,10,0
694295,641517,Trimallena cingulata,Trimallena cingulata,species,10,0
694296,641517,Trimallena justitiae,Trimallena justitiae,species,10,0
694297,641517,Trimallena separata,Trimallena separata,species,10,0
694298,641517,Trimallena tristis,Trimallena tristis,species,10,0
694299,641517,Trimallena undulata,Trimallena undulata,species,10,0
694476,640757,Tropha variabilis,Tropha variabilis,species,10,0
684225,343123,Platynaspis atrata,Platynaspis atrata,species,10,0
684226,343123,Platynaspis litura,Platynaspis litura,species,10,0
684227,343123,Platynaspis marginata,Platynaspis marginata,species,10,0
684228,343123,Platynaspis silvestrii,Platynaspis silvestrii,species,10,0
684229,343123,Platynaspis solieri,Platynaspis solieri,species,10,0
684230,343123,Platynaspis vittiger,Platynaspis vittiger,species,10,0
686598,54467,Psyllobora imbecilla,Psyllobora imbecilla,species,10,0
686599,54467,Psyllobora nassata,Psyllobora nassata,species,10,0
673993,640755,Mada polluta,Mada polluta,species,10,0
1334322,173264,Brumoides nigrifrons,Brumoides nigrifrons,species,10,0
131991,131990,Tytthaspis sedecimguttata,Tytthaspis sedecimguttata,species,10,0
131992,131990,Tytthaspis trilineata,Tytthaspis trilineata,species,10,0
133065,133066,Myzia oblongoguttata lignicolor,Myzia oblongoguttata lignicolor,form,5,0
123828,123827,Cheilomenes lunata yemenensis,Cheilomenes lunata yemenensis,subspecies,5,0
207645,207647,Illeis darbarii,Illeis darbarii,species,10,0
207649,207647,Illeis flava,Illeis flava,species,10,0
207650,207647,Illeis ranamese,Illeis ranamese,species,10,0
320329,320476,Carinodulinka baja,Attenuate Lady Beetle,species,10,0
320331,173264,Brumoides blumi,Brumoides blumi,species,10,0
320334,320336,Blaisdelliana sexualis,Pitch Lady Beetle,species,10,0
320336,475799,Blaisdelliana,Blaisdelliana,genus,20,0
320337,320338,Cephaloscymnus occidentalis,Cephaloscymnus occidentalis,species,10,0
320340,68761,Chilocorus fraternus,Chilocorus fraternus,species,10,0
320342,173893,Didion longulum,Didion longulum,species,10,0
320344,173808,Diomus taedatus,Diomus taedatus,species,10,0
320345,173808,Diomus pumilio,Diomus pumilio,species,10,0
320347,243969,Exochomus quadripustulus,Exochomus quadripustulus,species,10,0
320351,320354,Gnathoweisea planiceps,Gnathoweisea planiceps,species,10,0
320352,320354,Gnathoweisea hageni,Gnathoweisea hageni,species,10,0
320356,177712,Hyperaspidius simulatus,Hyperaspidius simulatus,species,10,0
320357,177712,Hyperaspidius ploribundus,Hyperaspidius ploribundus,species,10,0
320359,177712,Hyperaspidius hardyi,Hyperaspidius hardyi,species,10,0
320361,177712,Hyperaspidius arcuatus,Hyperaspidius arcuatus,species,10,0
320362,177712,Hyperaspidius algodonus,Hyperaspidius algodonus,species,10,0
320364,177712,Hyperaspidius tristis,Hyperaspidius tristis,species,10,0
320365,177712,Hyperaspidius vittigera,Hyperaspidius vittigera,species,10,0
320367,133139,Hyperaspis borealis,Hyperaspis borealis,species,10,0
320369,133139,Hyperaspis arizonica,Hyperaspis arizonica,species,10,0
320375,133139,Hyperaspis excelsa,Hyperaspis excelsa,species,10,0
320377,133139,Hyperaspis leachi,Leach's Sigil Lady Beetle,species,10,0
320380,133139,Hyperaspis longicoxitis,Hyperaspis longicoxitis,species,10,0
320381,133139,Hyperaspis limbalis,Hyperaspis limbalis,species,10,0
320382,133139,Hyperaspis nunenmacheri,Hyperaspis nunenmacheri,species,10,0
320383,133139,Hyperaspis mckenziei,Hyperaspis mckenziei,species,10,0
320384,133139,Hyperaspis pluto,Hyperaspis pluto,species,10,0
320386,133139,Hyperaspis osculans,Hyperaspis osculans,species,10,0
320387,133139,Hyperaspis oregona,Hyperaspis oregona,species,10,0
320390,133139,Hyperaspis psyche,Hyperaspis psyche,species,10,0
320396,133139,Hyperaspis spiculinota,Hyperaspis spiculinota,species,10,0
320399,176983,Microweisea suturalis,Microweisea suturalis,species,10,0
320400,176696,Nephus atramentarius,Nephus atramentarius,species,10,0
320404,320407,Nipus occiduus,Nipus occiduus,species,10,0
320405,320407,Nipus niger,Nipus niger,species,10,0
320410,132004,Scymnus caurinus,Scymnus caurinus,species,10,0
320411,132004,Scymnus calaveras,Scymnus calaveras,species,10,0
320412,132004,Scymnus aridus,Scymnus aridus,species,10,0
320414,132004,Scymnus apithanus,Scymnus apithanus,species,10,0
320415,132004,Scymnus falli,Scymnus falli,species,10,0
333789,333788,Hippodamia lunatomaculata dobzhanskyi,Northern Crescent Lady Beetle,subspecies,5,0
337409,68761,Chilocorus tumidus,Chilocorus tumidus,species,10,0
356423,51703,Coccinella arcula,Coccinella arcula,species,10,0
320416,132004,Scymnus erythronotum,Scymnus erythronotum,species,10,0
320417,132004,Scymnus elusivus,Scymnus elusivus,species,10,0
320420,132004,Scymnus cockerelli,Scymnus cockerelli,species,10,0
320421,132004,Scymnus luctuosus,Scymnus luctuosus,species,10,0
320424,132004,Scymnus impletus,Scymnus impletus,species,10,0
320425,132004,Scymnus humboldti,Scymnus humboldti,species,10,0
320426,132004,Scymnus horni,Scymnus horni,species,10,0
320427,132004,Scymnus hesperius,Scymnus hesperius,species,10,0
320428,132004,Scymnus gilae,Scymnus gilae,species,10,0
320430,132004,Scymnus nuttingi,Scymnus nuttingi,species,10,0
320431,132004,Scymnus nevadensis,Scymnus nevadensis,species,10,0
320433,132004,Scymnus mimoides,Scymnus mimoides,species,10,0
320434,132004,Scymnus mendocino,Scymnus mendocino,species,10,0
320435,132004,Scymnus martini,Scymnus martini,species,10,0
320436,132004,Scymnus solidus,Scymnus solidus,species,10,0
320437,132004,Scymnus postpictus,Scymnus postpictus,species,10,0
320439,132004,Scymnus utahensis,Scymnus utahensis,species,10,0
320440,132004,Scymnus tenebricus,Scymnus tenebricus,species,10,0
320441,132004,Scymnus tahoensis,Scymnus tahoensis,species,10,0
320442,132004,Scymnus weidti,Scymnus weidti,species,10,0
320443,320448,Selvadius rectus,Selvadius rectus,species,10,0
320444,320448,Selvadius megacephalus,Selvadius megacephalus,species,10,0
320445,320448,Selvadius maderi,Selvadius maderi,species,10,0
320446,132004,Scymnus wickhami,Scymnus wickhami,species,10,0
320453,320479,Hyperaspis dissoluta nevadica,Hyperaspis dissoluta nevadica,subspecies,5,0
320455,221377,Hippodamia moesta politissima,Hippodamia moesta politissima,subspecies,5,0
320460,174270,Coccidophilus atronitens,Coccidophilus atronitens,species,10,0
320462,217265,Coccinella hieroglyphica humboldtiensis,Coccinella hieroglyphica humboldtiensis,subspecies,5,0
320465,320478,Coccinella prolongata sequoiae,Coccinella prolongata sequoiae,subspecies,5,0
320466,320478,Coccinella prolongata prolongata,Coccinella prolongata prolongata,subspecies,5,0
320467,320478,Coccinella prolongata bridwelli,Coccinella prolongata bridwelli,subspecies,5,0
320474,320477,Hyperaspis senegalensis hottentota,Hyperaspis senegalensis hottentota,subspecies,5,0
320476,473861,Carinodulinka,Carinodulinka,genus,20,0
320477,133139,Hyperaspis senegalensis,Hyperaspis senegalensis,species,10,0
329563,55490,Cycloneda galapagoensis,Cycloneda galapagoensis,species,10,0
329564,176546,Olla hageni,Olla hageni,species,10,0
329565,176546,Olla lacrimosa,Olla lacrimosa,species,10,0
329566,173808,Diomus anthony,Diomus anthony,species,10,0
329568,329604,Scymnobius scalesius,Scymnobius scalesius,species,10,0
332457,325555,Myrrha anderssoni,Myrrha anderssoni,species,10,0
332458,325555,Myrrha formosa,Myrrha formosa,species,10,0
343128,343126,Hyperaspis reppensis quadrimaculata,Hyperaspis reppensis quadrimaculata,subspecies,5,0
343146,343145,Nephus quadrimaculatus bucciarelli,Nephus quadrimaculatus bucciarelli,subspecies,5,0
318481,51703,Coccinella septemdecimsignata,Coccinella septemdecimsignata,species,10,0
318485,51702,Coccinella septempunctata brucki,Coccinella septempunctata brucki,subspecies,5,0
1005170,333708,Coelophora quadrivittata,Coelophora quadrivittata,species,10,0
218429,173893,Didion nanum,Didion nanum,species,10,0
217261,174270,Coccidophilus marginatus,Coccidophilus marginatus,species,10,0
215334,173300,Brachiacantha illustris,Brachiacantha illustris,species,10,0
215337,173300,Brachiacantha rotunda,Brachiacantha rotunda,species,10,0
173810,173808,Diomus abacum,Diomus abacum,species,10,0
173811,173808,Diomus abdon,Diomus abdon,species,10,0
173812,173808,Diomus achilleus,Diomus achilleus,species,10,0
173813,173808,Diomus adrian,Diomus adrian,species,10,0
173814,173808,Diomus agapitus,Diomus agapitus,species,10,0
173815,173808,Diomus agatha,Diomus agatha,species,10,0
173816,173808,Diomus agnes,Diomus agnes,species,10,0
221984,177712,Hyperaspidius insignis,Hyperaspidius insignis,species,10,0
221990,133139,Hyperaspis fimbriolata,Hyperaspis fimbriolata,species,10,0
221991,133139,Hyperaspis moerens,Hyperaspis moerens,species,10,0
230727,132004,Scymnus americanus,Scymnus americanus,species,10,0
230731,132004,Scymnus compar,Scymnus compar,species,10,0
230732,132004,Scymnus fenderi,Scymnus fenderi,species,10,0
230734,132004,Scymnus iowensis,Scymnus iowensis,species,10,0
230736,132004,Scymnus lacustris,Scymnus lacustris,species,10,0
230738,132004,Scymnus puncticollis,Scymnus puncticollis,species,10,0
230743,132004,Scymnus uncus,Scymnus uncus,species,10,0
271573,133139,Hyperaspis wicrihami,Hyperaspis wicrihami,species,10,0
225806,176696,Nephus gordoni,Nephus gordoni,species,10,0
225807,176696,Nephus intrusus,Nephus intrusus,species,10,0
225808,176696,Nephus ornatus,Nephus ornatus,species,10,0
309018,132004,Scymnus nugator,Scymnus nugator,species,10,0
309020,132004,Scymnus huachuca,Scymnus huachuca,species,10,0
309686,51703,Coccinella emarginata,Coccinella emarginata,species,10,0
606181,606184,Tenuisvalvae caucaensis,Tenuisvalvae caucaensis,species,10,0
606183,606184,Tenuisvalvae gnoma,Tenuisvalvae gnoma,species,10,0
1412254,61791,Henosepilachna signatipennis,Henosepilachna signatipennis,species,10,0
1412175,884219,Pentilia bernadette,Pentilia bernadette,species,10,0
1412176,884219,Pentilia traci,Pentilia traci,species,10,0
1412177,884219,Pentilia nichole,Pentilia nichole,species,10,0
1412178,884219,Pentilia jody,Pentilia jody,species,10,0
1412193,884219,Pentilia dianna,Pentilia dianna,species,10,0
1412194,884219,Pentilia paulette,Pentilia paulette,species,10,0
1412182,884219,Pentilia mable,Pentilia mable,species,10,0
1412183,884219,Pentilia ernestine,Pentilia ernestine,species,10,0
1412174,884219,Pentilia sadie,Pentilia sadie,species,10,0
1412190,884219,Pentilia kari,Pentilia kari,species,10,0
1412188,884219,Pentilia egena,Pentilia egena,species,10,0
1412189,884219,Pentilia nadine,Pentilia nadine,species,10,0
1412179,884219,Pentilia kendra,Pentilia kendra,species,10,0
1412184,884219,Pentilia muriel,Pentilia muriel,species,10,0
1412180,884219,Pentilia jasmine,Pentilia jasmine,species,10,0
1412185,884219,Pentilia elena,Pentilia elena,species,10,0
1412186,884219,Pentilia krystal,Pentilia krystal,species,10,0
1412181,884219,Pentilia rachael,Pentilia rachael,species,10,0
1412187,884219,Pentilia lora,Pentilia lora,species,10,0
1412192,884219,Pentilia estelle,Pentilia estelle,species,10,0
1412191,884219,Pentilia insidiosa,Pentilia insidiosa,species,10,0
1414559,368386,Sticholotis dohrni,Sticholotis dohrni,species,10,0
1414555,368386,Sticholotis quadriguttata,Sticholotis quadriguttata,species,10,0
1414557,368386,Sticholotis carinica,Sticholotis carinica,species,10,0
1414558,368386,Sticholotis bipunctata,Sticholotis bipunctata,species,10,0
1414556,368386,Sticholotis discoidea,Sticholotis discoidea,species,10,0
1415740,333796,Argosadalia,Argosadalia,genus,20,0
1415741,1415740,Argosadalia priscilla,Argosadalia priscilla,species,10,0
1415762,154560,Epilachna cruciata,Epilachna cruciata,species,10,0
906304,68761,Chilocorus micrus,Chilocorus micrus,species,10,0
1099249,133139,Hyperaspis maindroni,Hyperaspis maindroni,species,10,0
1234372,154560,Epilachna aculata,Epilachna aculata,species,10,0
1422860,368386,Sticholotis cribellata,Sticholotis cribellata,species,10,0
1423793,641236,Novius amabilis,Novius amabilis,species,10,0
1423794,641236,Novius sexnotatus,Novius sexnotatus,species,10,0
1423797,133139,Hyperaspis chocoi,Hyperaspis chocoi,species,10,0
488147,1424071,Hyperaspis major,Hyperaspis major,species,10,0
918618,243969,Exochomus pubescens,Exochomus pubescens,species,10,0
954650,176696,Nephus includens,Nephus includens,species,10,0
320366,133139,Hyperaspis chapini,Hyperaspis chapini,species,10,0
48460,0,Life,Life,stateofmatter,100,133773275
1,0,Animalia,Animals,kingdom,70,67929822
47120,48460,Arthropoda,Arthropods,phylum,60,37491177
372739,1,Hexapoda,Hexapods,subphylum,57,32708489
47158,47120,Insecta,Insects,class,50,32644987
184884,372739,Pterygota,Winged and Once-winged Insects,subclass,47,32493907
47208,47158,Coleoptera,Beetles,order,40,4289761
71130,184884,Polyphaga,"Water, Rove, Scarab, Long-horned, Leaf, and Snout Beetles",suborder,37,3824071
372852,47208,Cucujiformia,Cucujiform Beetles,infraorder,35,2425144
471714,71130,Coccinelloidea,"Lady, Fungus, Scavenger, and Bark Beetles",superfamily,33,627636
