id,parent,name,common,rank,level,obs_worldwide
1046653,1046642,Heterocaria samuelsoni,Heterocaria samuelsoni,species,10,0
1046654,1046642,Heterocaria transversoguttata,Heterocaria transversoguttata,species,10,0
1048079,132004,Scymnus silesiacus,Scymnus silesiacus,species,10,0
1058289,123827,Cheilomenes lunata lunata,Cheilomenes lunata lunata,subspecies,5,0
1058581,710697,Epilachna chinensis chinensis,Epilachna chinensis chinensis,subspecies,5,0
1057517,397505,Stethorus griseus griseus,Stethorus griseus griseus,subspecies,5,0
1058007,632638,Henosepilachna vigintioctomaculata vigintioctomaculata,Henosepilachna vigintioctomaculata vigintioctomaculata,subspecies,5,0
407190,253034,Rhyzobius sedatus,Rhyzobius sedatus,species,10,0
1082168,176696,Nephus ludyi,Nephus ludyi,species,10,0
1082169,132004,Scymnus sacium,Scymnus sacium,species,10,0
1082170,132004,Scymnus fraxini,Scymnus fraxini,species,10,0
1082171,132004,Scymnus inderihensis,Scymnus inderihensis,species,10,0
1085678,154560,Epilachna corniventris,Epilachna corniventris,species,10,0
926558,790658,Zagreus modestus,Zagreus modestus,species,10,0
668922,61791,Henosepilachna ardosiaca,Henosepilachna ardosiaca,species,10,0
668923,61791,Henosepilachna arenaria,Henosepilachna arenaria,species,10,0
668925,61791,Henosepilachna capensis,Henosepilachna capensis,species,10,0
668926,61791,Henosepilachna chirindica,Henosepilachna chirindica,species,10,0
668928,61791,Henosepilachna firma,Henosepilachna firma,species,10,0
668929,61791,Henosepilachna lanceolata,Henosepilachna lanceolata,species,10,0
668930,61791,Henosepilachna morosa,Henosepilachna morosa,species,10,0
668931,61791,Henosepilachna natalensis,Henosepilachna natalensis,species,10,0
668932,61791,Henosepilachna quadrioculata,Henosepilachna quadrioculata,species,10,0
668933,61791,Henosepilachna tricolorata,Henosepilachna tricolorata,species,10,0
640516,779240,Ruthmuelleria,Ruthmuelleria,genus,20,0
640621,373667,Aulis,Aulis,genus,20,0
640622,373667,Cranophorus,Cranophorus,genus,20,0
640623,373667,Cyrtaulis,Cyrtaulis,genus,20,0
640624,373667,Epipleuria,Epipleuria,genus,20,0
640626,373667,Midus,Midus,genus,20,0
640629,333796,Dysis,Dysis,genus,20,0
659684,640622,Cranophorus biguttatus,Cranophorus biguttatus,species,10,0
659685,640622,Cranophorus endroedyi,Cranophorus endroedyi,species,10,0
659686,640622,Cranophorus guttatus,Cranophorus guttatus,species,10,0
659687,640622,Cranophorus hieroglyphicus,Cranophorus hieroglyphicus,species,10,0
659688,640622,Cranophorus longemaculatus,Cranophorus longemaculatus,species,10,0
659689,640622,Cranophorus magnomaculatus,Cranophorus magnomaculatus,species,10,0
659690,640622,Cranophorus notatulus,Cranophorus notatulus,species,10,0
659691,640622,Cranophorus parvulus,Cranophorus parvulus,species,10,0
659692,640622,Cranophorus quadrinotatus,Cranophorus quadrinotatus,species,10,0
659693,640622,Cranophorus scutigerellus,Cranophorus scutigerellus,species,10,0
659694,640622,Cranophorus spornrafti,Cranophorus spornrafti,species,10,0
659695,640622,Cranophorus trapezium,Cranophorus trapezium,species,10,0
659696,640622,Cranophorus varius,Cranophorus varius,species,10,0
660946,640623,Cyrtaulis aumonti,Cyrtaulis aumonti,species,10,0
660947,640623,Cyrtaulis martini,Cyrtaulis martini,species,10,0
661428,482446,Declivitata boothi,Declivitata boothi,species,10,0
661430,482446,Declivitata inclusa,Declivitata inclusa,species,10,0
661431,482446,Declivitata larvalis,Declivitata larvalis,species,10,0
661432,482446,Declivitata uncifera,Declivitata uncifera,species,10,0
1233014,132004,Neopullus,Neopullus,subgenus,15,0
670431,133139,Hyperaspis alia,Hyperaspis alia,species,10,0
670432,133139,Hyperaspis capeneri,Hyperaspis capeneri,species,10,0
670433,133139,Hyperaspis capriviensis,Hyperaspis capriviensis,species,10,0
670434,133139,Hyperaspis chagrinatus,Hyperaspis chagrinatus,species,10,0
670435,133139,Hyperaspis congoana,Hyperaspis congoana,species,10,0
670436,133139,Hyperaspis delicatula,Hyperaspis delicatula,species,10,0
670437,133139,Hyperaspis deliciola,Hyperaspis deliciola,species,10,0
670438,133139,Hyperaspis despecta,Hyperaspis despecta,species,10,0
670439,133139,Hyperaspis discomaculata,Hyperaspis discomaculata,species,10,0
670440,133139,Hyperaspis discors,Hyperaspis discors,species,10,0
670441,133139,Hyperaspis felixi,Hyperaspis felixi,species,10,0
670442,133139,Hyperaspis humerosignata,Hyperaspis humerosignata,species,10,0
670443,133139,Hyperaspis kochi,Hyperaspis kochi,species,10,0
670445,133139,Hyperaspis multicolor,Hyperaspis multicolor,species,10,0
670446,133139,Hyperaspis namibiensis,Hyperaspis namibiensis,species,10,0
670447,133139,Hyperaspis natalensis,Hyperaspis natalensis,species,10,0
670448,133139,Hyperaspis neseri,Hyperaspis neseri,species,10,0
670449,133139,Hyperaspis newcombi,Hyperaspis newcombi,species,10,0
670450,133139,Hyperaspis popei,Hyperaspis popei,species,10,0
670451,133139,Hyperaspis procera,Hyperaspis procera,species,10,0
670452,133139,Hyperaspis quadrilla,Hyperaspis quadrilla,species,10,0
670453,133139,Hyperaspis sericea,Hyperaspis sericea,species,10,0
670454,697433,Hyperaspis sjoestedti australis,Hyperaspis sjoestedti australis,subspecies,5,0
670455,133139,Hyperaspis striata,Hyperaspis striata,species,10,0
1310343,1310341,Sphaeroplotina hainanensis,Sphaeroplotina hainanensis,species,10,0
1236500,475796,Sasajiscymnus quinquepunctatus,Sasajiscymnus quinquepunctatus,species,10,0
1236501,68761,Chilocorus chalybeatus,Chilocorus chalybeatus,species,10,0
1236502,68761,Chilocorus alishanus,Chilocorus alishanus,species,10,0
1236503,475796,Sasajiscymnus lamellatus,Sasajiscymnus lamellatus,species,10,0
1236504,475796,Sasajiscymnus ohtai,Sasajiscymnus ohtai,species,10,0
1236505,475796,Sasajiscymnus amplus,Sasajiscymnus amplus,species,10,0
1236506,475796,Sasajiscymnus curvatus,Sasajiscymnus curvatus,species,10,0
1236507,68761,Chilocorus chinensis,Chilocorus chinensis,species,10,0
1236508,68761,Chilocorus amamensis,Chilocorus amamensis,species,10,0
1236509,68761,Chilocorus bijugus,Chilocorus bijugus,species,10,0
1236510,68761,Chilocorus braeti,Chilocorus braeti,species,10,0
1236511,68761,Chilocorus hupehanus,Chilocorus hupehanus,species,10,0
1236514,68761,Chilocorus geminus,Chilocorus geminus,species,10,0
1236515,68761,Chilocorus esakii,Chilocorus esakii,species,10,0
1236516,68761,Chilocorus matsumurai,Chilocorus matsumurai,species,10,0
1236517,68761,Chilocorus ishigakensis,Chilocorus ishigakensis,species,10,0
1236518,68761,Chilocorus kirgisicus,Chilocorus kirgisicus,species,10,0
1236519,68761,Chilocorus rufitarsis,Chilocorus rufitarsis,species,10,0
1236521,68761,Chilocorus takara,Chilocorus takara,species,10,0
1236522,243969,Exochomus bifasciatus,Exochomus bifasciatus,species,10,0
1236523,68761,Chilocorus yunlongensis,Chilocorus yunlongensis,species,10,0
1236524,373659,Chujochilus,Chujochilus,genus,20,0
1236525,1236524,Chujochilus isensis,Chujochilus isensis,species,10,0
1236526,243969,Exochomus cedri,Exochomus cedri,species,10,0
666260,243969,Exochomus difficilis,Exochomus difficilis,species,10,0
666261,243969,Exochomus flaviventris,Cassava Mealybug Predator,species,10,0
666262,243969,Exochomus haemorrhoidalis,Exochomus haemorrhoidalis,species,10,0
666263,697265,Exochomus troberti concavus,Exochomus troberti concavus,subspecies,5,0
666264,243969,Exochomus ventralis,Exochomus ventralis,species,10,0
1237118,132004,Scymnus doriai,Scymnus doriai,species,10,0
1234513,56735,Oenopia diabolica,Oenopia diabolica,species,10,0
1234515,56735,Oenopia dracoguttata,Oenopia dracoguttata,species,10,0
1234517,56735,Oenopia sexmaculata,Oenopia sexmaculata,species,10,0
1234520,56735,Oenopia yunlongensis,Oenopia yunlongensis,species,10,0
1234530,337902,Phrynocaria eberti,Phrynocaria eberti,species,10,0
1234532,337902,Phrynocaria nigrilimbata,Phrynocaria nigrilimbata,species,10,0
663379,640629,Dysis biguttata,Dysis biguttata,species,10,0
663380,640629,Dysis decempunctata,Dysis decempunctata,species,10,0
663381,640629,Dysis forsteri,Dysis forsteri,species,10,0
663382,640629,Dysis quadrilineata,Dysis quadrilineata,species,10,0
664519,154560,Epilachna auricoma,Epilachna auricoma,species,10,0
664520,154560,Epilachna bimaculicollis,Epilachna bimaculicollis,species,10,0
664521,154560,Epilachna discrepens,Epilachna discrepens,species,10,0
664522,154560,Epilachna dufourii,Epilachna dufourii,species,10,0
664523,154560,Epilachna duodecimpustulosa,Epilachna duodecimpustulosa,species,10,0
664524,154560,Epilachna duvivieri,Epilachna duvivieri,species,10,0
664525,154560,Epilachna linnaei,Epilachna linnaei,species,10,0
664526,154560,Epilachna lothi,Epilachna lothi,species,10,0
664527,154560,Epilachna lupina,Epilachna lupina,species,10,0
664528,154560,Epilachna nylanderi,Epilachna nylanderi,species,10,0
664529,154560,Epilachna pondoensis,Epilachna pondoensis,species,10,0
664530,154560,Epilachna reticulipennis,Epilachna reticulipennis,species,10,0
664531,154560,Epilachna schoenherri,Epilachna schoenherri,species,10,0
664532,154560,Epilachna smithi,Epilachna smithi,species,10,0
664533,154560,Epilachna tibialis,Epilachna tibialis,species,10,0
664534,154560,Epilachna trochula,Epilachna trochula,species,10,0
664536,154560,Epilachna vigintipunctata,Epilachna vigintipunctata,species,10,0
664537,154560,Epilachna zetterstedtii,Epilachna zetterstedtii,species,10,0
664585,640624,Epipleuria caputabdita,Epipleuria caputabdita,species,10,0
664586,640624,Epipleuria endroedyi,Epipleuria endroedyi,species,10,0
664587,640624,Epipleuria epipleuralis,Epipleuria epipleuralis,species,10,0
664588,640624,Epipleuria globosa,Epipleuria globosa,species,10,0
664589,640624,Epipleuria gussmannae,Epipleuria gussmannae,species,10,0
664590,640624,Epipleuria hirsutula,Epipleuria hirsutula,species,10,0
664591,640624,Epipleuria hirta,Epipleuria hirta,species,10,0
664592,640624,Epipleuria inexspectata,Epipleuria inexspectata,species,10,0
664593,640624,Epipleuria katbergensis,Epipleuria katbergensis,species,10,0
664594,640624,Epipleuria lapidaria,Epipleuria lapidaria,species,10,0
664595,640624,Epipleuria longissima,Epipleuria longissima,species,10,0
664596,640624,Epipleuria namaquaensis,Epipleuria namaquaensis,species,10,0
664597,640624,Epipleuria natalensis,Epipleuria natalensis,species,10,0
664598,640624,Epipleuria parcepunctata,Epipleuria parcepunctata,species,10,0
664599,640624,Epipleuria parva,Epipleuria parva,species,10,0
664600,640624,Epipleuria popei,Epipleuria popei,species,10,0
664601,640624,Epipleuria punctillum,Epipleuria punctillum,species,10,0
664602,640624,Epipleuria rufosuturalis,Epipleuria rufosuturalis,species,10,0
664603,640624,Epipleuria rugata,Epipleuria rugata,species,10,0
664604,640624,Epipleuria ruthmuellerae,Epipleuria ruthmuellerae,species,10,0
664605,640624,Epipleuria saxicola,Epipleuria saxicola,species,10,0
664606,640624,Epipleuria trianguliloba,Epipleuria trianguliloba,species,10,0
664607,640624,Epipleuria ventricosa,Epipleuria ventricosa,species,10,0
1235323,176696,Nephus tristiculus,Nephus tristiculus,species,10,0
1235324,176696,Nephus anomus,Nephus anomus,species,10,0
1237565,893283,Cyrea pearl,Cyrea pearl,species,10,0
668360,48487,Harmonia pardalina,Harmonia pardalina,species,10,0
662386,173808,Diomus rhodesianus,Diomus rhodesianus,species,10,0
1303085,1303084,Erythroneda rubida,Erythroneda rubida,species,10,0
677946,176696,Nephus ancoralis,Nephus ancoralis,species,10,0
677947,176696,Nephus angustus,Nephus angustus,species,10,0
677948,176696,Nephus basimaculatus,Nephus basimaculatus,species,10,0
677949,176696,Nephus brandbergensis,Nephus brandbergensis,species,10,0
677950,176696,Nephus defluentus,Nephus defluentus,species,10,0
677951,176696,Nephus derroni,Nephus derroni,species,10,0
677952,176696,Nephus directotrichus,Nephus directotrichus,species,10,0
677953,176696,Nephus kamburovi,Nephus kamburovi,species,10,0
677954,176696,Nephus macer,Nephus macer,species,10,0
677955,176696,Nephus ocellatus,Nephus ocellatus,species,10,0
677956,176696,Nephus okahandjensis,Nephus okahandjensis,species,10,0
677957,176696,Nephus pajori,Nephus pajori,species,10,0
677958,176696,Nephus posticesignatus,Nephus posticesignatus,species,10,0
677959,176696,Nephus roberi,Nephus roberi,species,10,0
677960,176696,Nephus rotundatus,Nephus rotundatus,species,10,0
677961,176696,Nephus rudepunctatus,Nephus rudepunctatus,species,10,0
677962,176696,Nephus transvaalensis,Nephus transvaalensis,species,10,0
677963,176696,Nephus vantonderae,Nephus vantonderae,species,10,0
677964,176696,Nephus voeltzkowi,Nephus voeltzkowi,species,10,0
677965,176696,Nephus weyrichi,Nephus weyrichi,species,10,0
1340125,1339953,Mimoscymnus decorus,Mimoscymnus decorus,species,10,0
1340126,1339953,Mimoscymnus gonzalezi,Mimoscymnus gonzalezi,species,10,0
1340127,1339953,Mimoscymnus islanegrensis,Mimoscymnus islanegrensis,species,10,0
1340128,1339953,Mimoscymnus laticlavus,Mimoscymnus laticlavus,species,10,0
1340129,1339953,Mimoscymnus praeclarus,Mimoscymnus praeclarus,species,10,0
1340130,373667,Nothocolus,Nothocolus,genus,20,0
1340131,1340130,Nothocolus biimpressus,Nothocolus biimpressus,species,10,0
1340132,1340130,Nothocolus germaini,Nothocolus germaini,species,10,0
1340133,1340130,Nothocolus indefinitus,Nothocolus indefinitus,species,10,0
1340134,1340130,Nothocolus omissus,Nothocolus omissus,species,10,0
1340135,1340130,Nothocolus pilulus,Nothocolus pilulus,species,10,0
1340136,1340130,Nothocolus porteri,Nothocolus porteri,species,10,0
1340138,1340130,Nothocolus sicardi,Nothocolus sicardi,species,10,0
690048,640756,Solanophila canina,Solanophila canina,species,10,0
690050,640756,Solanophila infirma,Solanophila infirma,species,10,0
1255753,52877,Halyzia dejavu,Halyzia dejavu,species,10,0
549110,373659,Renius,Renius,genus,20,0
550359,475796,Sasajiscymnus perpusillus,Sasajiscymnus perpusillus,species,10,0
553452,553450,Cynegetis chinensis,Cynegetis chinensis,species,10,0
1279769,54467,Psyllobora picturata,Psyllobora picturata,species,10,0
551973,211369,Stethorus minutalus,Stethorus minutalus,species,10,0
680264,641306,Ortalia basinigra,Ortalia basinigra,species,10,0
680265,641306,Ortalia brunneocincta,Ortalia brunneocincta,species,10,0
680267,641306,Ortalia ovulum,Ortalia ovulum,species,10,0
680271,641306,Ortalia sjoestedti,Ortalia sjoestedti,species,10,0
680272,641306,Ortalia x-signata,Ortalia x-signata,species,10,0
681239,641161,Paracoelopterus inconspicuus,Paracoelopterus inconspicuus,species,10,0
1249425,1249424,Stictobura pallideguttata,Stictobura pallideguttata,species,10,0
1249426,1249424,Stictobura melanaria,Stictobura melanaria,species,10,0
1249428,1249424,Stictobura pallidiguttata,Stictobura pallidiguttata,species,10,0
1253412,174289,Coccidula litophiloides,Coccidula litophiloides,species,10,0
1253413,174289,Coccidula reitteri,Coccidula reitteri,species,10,0
687833,253034,Rhyzobius apicesignatus,Rhyzobius apicesignatus,species,10,0
687834,253034,Rhyzobius bicolor,Rhyzobius bicolor,species,10,0
687835,253034,Rhyzobius burmeisteri,Rhyzobius burmeisteri,species,10,0
687836,253034,Rhyzobius decoratus,Rhyzobius decoratus,species,10,0
687837,253034,Rhyzobius decussatolobatus,Rhyzobius decussatolobatus,species,10,0
687838,253034,Rhyzobius densepunctatus,Rhyzobius densepunctatus,species,10,0
687839,253034,Rhyzobius javeti,Rhyzobius javeti,species,10,0
687840,253034,Rhyzobius klapperichi,Rhyzobius klapperichi,species,10,0
687841,253034,Rhyzobius nigromarginatus,Rhyzobius nigromarginatus,species,10,0
687842,253034,Rhyzobius quadrifenestratus,Rhyzobius quadrifenestratus,species,10,0
687843,253034,Rhyzobius rotundatus,Rhyzobius rotundatus,species,10,0
687845,253034,Rhyzobius stillatus,Rhyzobius stillatus,species,10,0
687846,253034,Rhyzobius thoracicus,Rhyzobius thoracicus,species,10,0
688017,640516,Ruthmuelleria grootdrifensis,Ruthmuelleria grootdrifensis,species,10,0
689146,641162,Scymnomorphus punctatissimus,Scymnomorphus punctatissimus,species,10,0
683058,641516,Pharopsis subglaber,Pharopsis subglaber,species,10,0
683059,641516,Pharopsis tonderae,Pharopsis tonderae,species,10,0
683060,473863,Pharoscymnus exiguus,Pharoscymnus exiguus,species,10,0
683061,473863,Pharoscymnus inaequalis,Pharoscymnus inaequalis,species,10,0
683062,473863,Pharoscymnus kuisebensis,Pharoscymnus kuisebensis,species,10,0
683063,473863,Pharoscymnus sexguttatus,Pharoscymnus sexguttatus,species,10,0
683064,473863,Pharoscymnus tomeensis,Pharoscymnus tomeensis,species,10,0
683065,473863,Pharoscymnus uncosiphonatus,Pharoscymnus uncosiphonatus,species,10,0
675625,334606,Micraspis aethiops,Micraspis aethiops,species,10,0
675626,334606,Micraspis comma,Micraspis comma,species,10,0
675627,334606,Micraspis trivittata,Micraspis trivittata,species,10,0
675628,334606,Micraspis vandenbergae,Micraspis vandenbergae,species,10,0
1242237,701664,Oenopia lyncea agnata,Oenopia lyncea agnata,subspecies,5,0
1242239,701664,Oenopia lyncea lyncea,Oenopia lyncea lyncea,subspecies,5,0
673585,641515,Lotis boothi,Lotis boothi,species,10,0
673587,641515,Lotis densepunctata,Lotis densepunctata,species,10,0
673588,641515,Lotis discomaculata,Lotis discomaculata,species,10,0
673589,641515,Lotis distincta,Lotis distincta,species,10,0
673590,641515,Lotis distinctepunctata,Lotis distinctepunctata,species,10,0
673591,641515,Lotis fissilobata,Lotis fissilobata,species,10,0
673592,641515,Lotis flava,Lotis flava,species,10,0
673593,641515,Lotis goellnerae,Lotis goellnerae,species,10,0
673594,641515,Lotis guttula,Lotis guttula,species,10,0
673595,641515,Lotis longilobata,Lotis longilobata,species,10,0
673596,641515,Lotis lucens,Lotis lucens,species,10,0
673597,641515,Lotis manipulosa,Lotis manipulosa,species,10,0
673598,641515,Lotis neglecta,Lotis neglecta,species,10,0
673599,641515,Lotis nigerrima,Lotis nigerrima,species,10,0
673600,641515,Lotis nigritula,Lotis nigritula,species,10,0
673601,697535,Lotis nigrocincta macromaculata,Lotis nigrocincta macromaculata,subspecies,5,0
673602,641515,Lotis oberprieleri,Lotis oberprieleri,species,10,0
673603,697536,Lotis ovata ovata,Lotis ovata ovata,subspecies,5,0
673604,697536,Lotis ovata posticesignata,Lotis ovata posticesignata,subspecies,5,0
673605,641515,Lotis piceata,Lotis piceata,species,10,0
673606,641515,Lotis procera,Lotis procera,species,10,0
673607,641515,Lotis pumila,Lotis pumila,species,10,0
673608,641515,Lotis quadrivulnerata,Lotis quadrivulnerata,species,10,0
673609,641515,Lotis spornrafti,Lotis spornrafti,species,10,0
673610,641515,Lotis stigmatica,Lotis stigmatica,species,10,0
1234512,56735,Oenopia cashmirense,Oenopia cashmirense,species,10,0
1234514,56735,Oenopia dequenensis,Oenopia dequenensis,species,10,0
1234516,56735,Oenopia emmerichi,Oenopia emmerichi,species,10,0
1234518,56735,Oenopia hiekei,Oenopia hiekei,species,10,0
1234519,56735,Oenopia smetanai,Oenopia smetanai,species,10,0
1234521,56735,Oenopia montana,Oenopia montana,species,10,0
1234526,56735,Oenopia zonata,Oenopia zonata,species,10,0
1234533,337902,Phrynocaria decemguttata,Phrynocaria decemguttata,species,10,0
673584,641515,Lotis apicemaculata,Lotis apicemaculata,species,10,0
673586,641515,Lotis brunneomarginata,Lotis brunneomarginata,species,10,0
655741,641159,Cathedrana natalensis,Cathedrana natalensis,species,10,0
507872,176696,Bipunctatus,Bipunctatus,subgenus,15,0
647527,511713,Afidenta dahlbomi,Afidenta dahlbomi,species,10,0
647529,511713,Afidenta marginata,Afidenta marginata,species,10,0
647530,511713,Afidenta tetrastigma,Afidenta tetrastigma,species,10,0
647531,471619,Afidentula capicola,Afidentula capicola,species,10,0
656833,123830,Cheilomenes geisha,Cheilomenes geisha,species,10,0
656834,123830,Cheilomenes pretiosa,Cheilomenes pretiosa,species,10,0
657072,68761,Chilocorus angolensis,Chilocorus angolensis,species,10,0
657073,68761,Chilocorus calvus,Chilocorus calvus,species,10,0
657074,68761,Chilocorus cruentatus,Chilocorus cruentatus,species,10,0
657075,68761,Chilocorus dohrni,Chilocorus dohrni,species,10,0
657076,68761,Chilocorus haematocephalus,Chilocorus haematocephalus,species,10,0
657077,68761,Chilocorus marshalli,Chilocorus marshalli,species,10,0
657078,68761,Chilocorus quadriguttatus,Chilocorus quadriguttatus,species,10,0
657079,68761,Chilocorus reinecki,Chilocorus reinecki,species,10,0
657080,68761,Chilocorus sexguttatus,Chilocorus sexguttatus,species,10,0
657081,68761,Chilocorus simoni,Chilocorus simoni,species,10,0
657083,68761,Chilocorus wahlbergi,Chilocorus wahlbergi,species,10,0
657318,491987,Chnootriba annulata,Chnootriba annulata,species,10,0
657319,491987,Chnootriba pajori,Chnootriba pajori,species,10,0
653546,641514,Boschalis hamatosiphonata,Boschalis hamatosiphonata,species,10,0
653547,641514,Boschalis nigra,Boschalis nigra,species,10,0
511801,173976,Delphastus quinculus,Delphastus quinculus,species,10,0
1227078,641236,Novius niger,Novius niger,species,10,0
654416,464388,Brumus fulviventris,Brumus fulviventris,species,10,0
654417,464388,Brumus nigrifrons,Brumus nigrifrons,species,10,0
654418,464388,Brumus trivittatus,Brumus trivittatus,species,10,0
640757,373697,Tropha,Tropha,genus,20,0
641159,475793,Cathedrana,Cathedrana,genus,20,0
641160,475793,Microfreudea,Microfreudea,genus,20,0
641161,475793,Paracoelopterus,Paracoelopterus,genus,20,0
641172,738972,Mimolithophilus,Mimolithophilus,genus,20,0
641514,779237,Boschalis,Boschalis,genus,20,0
641516,473861,Pharopsis,Pharopsis,genus,20,0
641517,473861,Trimallena,Trimallena,genus,20,0
652161,640621,Aulis annexa,Aulis annexa,species,10,0
652162,640621,Aulis foedata,Aulis foedata,species,10,0
652163,640621,Aulis gorhami,Aulis gorhami,species,10,0
652164,640621,Aulis michaelsoni,Aulis michaelsoni,species,10,0
652165,640621,Aulis namaquae,Aulis namaquae,species,10,0
652166,640621,Aulis nitis,Aulis nitis,species,10,0
652167,640621,Aulis plantaris,Aulis plantaris,species,10,0
652168,640621,Aulis sharpi,Aulis sharpi,species,10,0
658554,333708,Coelophora impunctata,Coelophora impunctata,species,10,0
658555,333708,Coelophora machadoi,Coelophora machadoi,species,10,0
649775,640628,Anisolemnia distigma,Anisolemnia distigma,species,10,0
649776,640628,Anisolemnia welwitschi,Anisolemnia welwitschi,species,10,0
1287698,1287697,Cranoryssus variegatus,Cranoryssus variegatus,species,10,0
560854,475105,Rodatus major,Rodatus major,species,10,0
1369931,54467,Psyllobora camargoi,Psyllobora camargoi,species,10,0
1369932,54467,Psyllobora plaumanni,Psyllobora plaumanni,species,10,0
1369933,54467,Psyllobora consitoides,Psyllobora consitoides,species,10,0
1369935,54467,Psyllobora constantini,Psyllobora constantini,species,10,0
1369936,54467,Psyllobora equatoriana,Psyllobora equatoriana,species,10,0
1369937,54467,Psyllobora gloriosa,Psyllobora gloriosa,species,10,0
1369938,54467,Psyllobora huancayensis,Psyllobora huancayensis,species,10,0
1369939,54467,Psyllobora impollutipenna,Psyllobora impollutipenna,species,10,0
1369940,54467,Psyllobora peruana,Psyllobora peruana,species,10,0
1369941,54467,Psyllobora punctella,Psyllobora punctella,species,10,0
1369942,54467,Psyllobora consobrina,Psyllobora consobrina,species,10,0
1369943,631924,Oxytella,Oxytella,genus,20,0
1369944,1369943,Oxytella subcordata,Oxytella subcordata,species,10,0
1369945,54467,Psyllobora amazonensis,Psyllobora amazonensis,species,10,0
1369947,54467,Psyllobora bakewellii,Psyllobora bakewellii,species,10,0
1369948,54467,Psyllobora balinti,Psyllobora balinti,species,10,0
1369949,54467,Psyllobora batesi,Psyllobora batesi,species,10,0
1369950,54467,Psyllobora calida,Psyllobora calida,species,10,0
1369951,54467,Psyllobora confusa,Psyllobora confusa,species,10,0
1369952,54467,Psyllobora consita,Psyllobora consita,species,10,0
1369953,54467,Psyllobora delicata,Psyllobora delicata,species,10,0
1369954,54467,Psyllobora divisa,Psyllobora divisa,species,10,0
1369955,54467,Psyllobora egae,Psyllobora egae,species,10,0
1369956,54467,Psyllobora foliacea,Psyllobora foliacea,species,10,0
1369957,54467,Psyllobora meticulosa,Psyllobora meticulosa,species,10,0
1369958,54467,Psyllobora mocquerysii,Psyllobora mocquerysii,species,10,0
1369959,54467,Psyllobora oxygnatha,Psyllobora oxygnatha,species,10,0
1369960,54467,Psyllobora sicardi,Psyllobora sicardi,species,10,0
1369961,54467,Psyllobora sosia,Psyllobora sosia,species,10,0
1369962,54467,Psyllobora germari,Psyllobora germari,species,10,0
1369964,54467,Psyllobora lacteola,Psyllobora lacteola,species,10,0
1369966,54467,Psyllobora boliviana,Psyllobora boliviana,species,10,0
1369967,54467,Psyllobora configurans,Psyllobora configurans,species,10,0
1369968,54467,Psyllobora drakei,Psyllobora drakei,species,10,0
1262954,373667,Cycloscymnus,Cycloscymnus,genus,20,0
1262955,1262954,Cycloscymnus minutus,Cycloscymnus minutus,species,10,0
1262956,475794,Bucolellus,Bucolellus,genus,20,0
1262957,1262956,Bucolellus ornatus,Bucolellus ornatus,species,10,0
1263408,473863,Pharoscymnus horni,Pharoscymnus horni,species,10,0
535807,173808,Diomus protus,Diomus protus,species,10,0
692655,448032,Telsimia tetrasticta,Telsimia tetrasticta,species,10,0
692926,640627,Tetrabrachys ovalis,Tetrabrachys ovalis,species,10,0
1269774,1269768,Alloneda dentiformis,Alloneda dentiformis,species,10,0
1266423,244626,Halmus coelestris,Halmus coelestris,species,10,0
1266424,244626,Halmus cupripennis,Halmus cupripennis,species,10,0
1266425,244626,Halmus evelynensis,Halmus evelynensis,species,10,0
1266426,244626,Halmus viridis,Halmus viridis,species,10,0
1266464,779237,Sasajiella,Sasajiella,genus,20,0
1266465,1266464,Sasajiella amamiana,Sasajiella amamiana,species,10,0
543687,543686,Neocalvia duodecimguttata,Neocalvia duodecimguttata,species,10,0
544857,544860,Amida nigropectoralis,Amida nigropectoralis,species,10,0
1259145,337902,Phrynocaria perfida,Phrynocaria perfida,species,10,0
1262784,173264,Brumoides lineatus,Brumoides lineatus,species,10,0
1270569,475796,Sasajiscymnus fuscus,Sasajiscymnus fuscus,species,10,0
1270570,475796,Sasajiscymnus seboshii,Sasajiscymnus seboshii,species,10,0
1270571,475796,Sasajiscymnus changi,Sasajiscymnus changi,species,10,0
1270572,475796,Sasajiscymnus anmashanus,Sasajiscymnus anmashanus,species,10,0
1270573,475796,Sasajiscymnus lewisi,Sasajiscymnus lewisi,species,10,0
1337101,1337100,Afrocleta distincta,Afrocleta distincta,species,10,0
1337102,1337100,Afrocleta sahlbergi,Afrocleta sahlbergi,species,10,0
1337105,1337100,Afrocleta perpusillaria,Afrocleta perpusillaria,species,10,0
697265,243969,Exochomus troberti,Exochomus troberti,species,10,0
697433,133139,Hyperaspis sjoestedti,Hyperaspis sjoestedti,species,10,0
697506,641306,Ortalia punctata,Ortalia punctata,species,10,0
697535,641515,Lotis nigrocincta,Lotis nigrocincta,species,10,0
697536,641515,Lotis ovata,Lotis ovata,species,10,0
1261611,52507,Adalia tetraspilota,Adalia tetraspilota,species,10,0
1374565,1038541,Tiphysa,Tiphysa,genus,20,0
1374566,1038541,Cleothera,Cleothera,genus,20,0
1372120,1372119,Ceratomegilla decimguttata,Ceratomegilla decimguttata,species,10,0
1372124,1372119,Ceratomegilla heydeni,Ceratomegilla heydeni,species,10,0
1372126,1372119,Ceratomegilla obenbergeri,Ceratomegilla obenbergeri,species,10,0
1372127,1372119,Ceratomegilla potanini,Ceratomegilla potanini,species,10,0
1372128,1372119,Ceratomegilla rickmersi,Ceratomegilla rickmersi,species,10,0
